0.000000000000000000e+00,8.934331994292268875e-02
1.578689775673262907e-02,7.819288808026909898e-02
3.157379551346525814e-02,7.366693152559050661e-02
4.736069327019788722e-02,7.107485175804023614e-02
6.314759102693051629e-02,6.932901964525291227e-02
7.893448878366314536e-02,6.807527819587810836e-02
9.472138654039577443e-02,6.715563725857309763e-02
1.105082842971284035e-01,6.648764720347080659e-02
1.262951820538610326e-01,6.602480279014809328e-02
1.420820798105936755e-01,6.574059730335264640e-02
1.578689775673262907e-01,6.562139079019702059e-02
1.736558753240589059e-01,6.566328129472459585e-02
1.894427730807915489e-01,6.587128358242742843e-02
2.052296708375241918e-01,6.626041670634352787e-02
2.210165685942568070e-01,6.685923187268030810e-02
2.368034663509894222e-01,6.771773545091401558e-02
2.525903641077220652e-01,6.892524613432707281e-02
2.683772618644547081e-01,7.065564291007261910e-02
2.841641596211873511e-01,7.331027935917022731e-02
2.999510573779199385e-01,7.820443584179939678e-02
3.157379551346525814e-01,8.957806730150774666e-02
3.315248528913852244e-01,7.969688279890521643e-02
3.473117506481178118e-01,7.560235980422916335e-02
3.630986484048504548e-01,7.314741391542216309e-02
3.788855461615830977e-01,7.144722737254768918e-02
3.946724439183157407e-01,7.019665443119005310e-02
4.104593416750483836e-01,6.925587237472911883e-02
4.262462394317809711e-01,6.855083352601987201e-02
4.420331371885136140e-01,6.803947853811431745e-02
4.578200349452462570e-01,6.769787536493830638e-02
4.736069327019788444e-01,6.751398138212148792e-02
4.893938304587114874e-01,6.748496013908027169e-02
5.051807282154441303e-01,6.761662865694684221e-02
5.209676259721767178e-01,6.792476968851744734e-02
5.367545237289094162e-01,6.843895912470132625e-02
5.525414214856420037e-01,6.921108705272506489e-02
5.683283192423747021e-01,7.033477022278376845e-02
5.841152169991072896e-01,7.199567557024467990e-02
5.999021147558398770e-01,7.463697086103282530e-02
6.156890125125725755e-01,7.982565936386734617e-02
6.314759102693051629e-01,9.091488711463513450e-02
6.472628080260377503e-01,8.283273090244989978e-02
6.630497057827704488e-01,7.923216488435258498e-02
6.788366035395030362e-01,7.699118756528726404e-02
6.946235012962356237e-01,7.540544917271697900e-02
7.104103990529683221e-01,7.421889752758306646e-02
7.261972968097009096e-01,7.331113972264673151e-02
7.419841945664336080e-01,7.261745229166408078e-02
7.577710923231661955e-01,7.210075387821580917e-02
7.735579900798987829e-01,7.173990006234645667e-02
7.893448878366314814e-01,7.152438536577938877e-02
8.051317855933640688e-01,7.145211304524501372e-02
8.209186833500967673e-01,7.152907718003743975e-02
8.367055811068293547e-01,7.177081249533380503e-02
8.524924788635619421e-01,7.220634890685895257e-02
8.682793766202946406e-01,7.288699967166871463e-02
8.840662743770272280e-01,7.390667319005196634e-02
8.998531721337598155e-01,7.545593915784458428e-02
9.156400698904925139e-01,7.800809731243943390e-02
9.314269676472251014e-01,8.339777040711197909e-02
9.472138654039576888e-01,9.424953382478164221e-02
9.630007631606903873e-01,8.796069033200344667e-02
9.787876609174229747e-01,8.492718365125792590e-02
9.945745586741556732e-01,8.298726689922300559e-02
1.010361456430888261e+00,8.159842694620488002e-02
1.026148354187620848e+00,8.055321276393472008e-02
1.041935251944353436e+00,7.975150466007609185e-02
1.057722149701086245e+00,7.913858366054195292e-02
1.073509047457818832e+00,7.868273216297159978e-02
1.089295945214551420e+00,7.836570559250968793e-02
1.105082842971284007e+00,7.817838805721034900e-02
1.120869740728016595e+00,7.811899551963973065e-02
1.136656638484749404e+00,7.819292686229664668e-02
1.152443536241481992e+00,7.841421493644987195e-02
1.168230433998214579e+00,7.880934599400069018e-02
1.184017331754947167e+00,7.942579727181574289e-02
1.199804229511679754e+00,8.035214979343038855e-02
1.215591127268412341e+00,8.177333043084634989e-02
1.231378025025145151e+00,8.417115981173238504e-02
1.247164922781877738e+00,8.964011669154224593e-02
1.262951820538610326e+00,1.004009837530421972e-01
1.278738718295342913e+00,9.581030799130348108e-02
1.294525616052075501e+00,9.344379754933969384e-02
1.310312513808808310e+00,9.191711003669970903e-02
1.326099411565540898e+00,9.083491868334771235e-02
1.341886309322273485e+00,9.003804976950466332e-02
1.357673207079006072e+00,8.944753421138872118e-02
1.373460104835738660e+00,8.901941600097848517e-02
1.389247002592471247e+00,8.872784487706808498e-02
1.405033900349204057e+00,8.855773343567915901e-02
1.420820798105936644e+00,8.850136998596803972e-02
1.436607695862669232e+00,8.855702391051988032e-02
1.452394593619401819e+00,8.872888096728542839e-02
1.468181491376134407e+00,8.902832135851339312e-02
1.483968389132867216e+00,8.947725812234402776e-02
1.499755286889599804e+00,9.011570458096482272e-02
1.515542184646332391e+00,9.102004289926800273e-02
1.531329082403064978e+00,9.235511885487705797e-02
1.547115980159797566e+00,9.457582456702030849e-02
1.562902877916530375e+00,9.997376390305769134e-02
1.578689775673262963e+00,1.106978566682467469e-01
1.594476673429995550e+00,1.077904809099979044e-01
1.610263571186728138e+00,1.062471062445202730e-01
1.626050468943460725e+00,1.053004516542704605e-01
1.641837366700193535e+00,1.046915969013680059e-01
1.657624264456926122e+00,1.043101012211239270e-01
1.673411162213658709e+00,1.040995413491521970e-01
1.689198059970391297e+00,1.040279739417492161e-01
1.704984957727123884e+00,1.040764300501653139e-01
1.720771855483856472e+00,1.042337881444692499e-01
1.736558753240589281e+00,1.044943656701314283e-01
1.752345650997321869e+00,1.048569129397283195e-01
1.768132548754054456e+00,1.053245646099383731e-01
1.783919446510787044e+00,1.059057812156647127e-01
1.799706344267519631e+00,1.066168464688332373e-01
1.815493242024252440e+00,1.074876407438134229e-01
1.831280139780985028e+00,1.085759752113206189e-01
1.847067037537717615e+00,1.100102691983973063e-01
1.862853935294450203e+00,1.121678163498943531e-01
1.878640833051182790e+00,1.173560948846134183e-01
1.894427730807915378e+00,1.278763709239119362e-01
1.910214628564648187e+00,1.267903519396922085e-01
1.926001526321380775e+00,1.263452208158635237e-01
1.941788424078113362e+00,1.262649984154581018e-01
1.957575321834845949e+00,1.264202231199720028e-01
1.973362219591578537e+00,1.267514381051677297e-01
1.989149117348311346e+00,1.272277009465202224e-01
2.004936015105043712e+00,1.278318334308980730e-01
2.020722912861776521e+00,1.285543241841240192e-01
2.036509810618509331e+00,1.293905267430861816e-01
2.052296708375241696e+00,1.303393325927847124e-01
2.068083606131974506e+00,1.314026366411411295e-01
2.083870503888706871e+00,1.325853636271333291e-01
2.099657401645439680e+00,1.338960871630011928e-01
2.115444299402172490e+00,1.353485842125832783e-01
2.131231197158904855e+00,1.369653628727393324e-01
2.147018094915637665e+00,1.387864086822017395e-01
2.162804992672370030e+00,1.408957990633615265e-01
2.178591890429102840e+00,1.435409919742878238e-01
2.194378788185835649e+00,1.486079228257757567e-01
2.210165685942568015e+00,1.582237768381757892e-01
2.225952583699300824e+00,1.593932327013885542e-01
2.241739481456033189e+00,1.606191405688615070e-01
2.257526379212765999e+00,1.620005056362828488e-01
2.273313276969498808e+00,1.635347951809298650e-01
2.289100174726231174e+00,1.652210762197572347e-01
2.304887072482963983e+00,1.670625136799219757e-01
2.320673970239696349e+00,1.690655970852886214e-01
2.336460867996429158e+00,1.712397214609513718e-01
2.352247765753161524e+00,1.735971812373898748e-01
2.368034663509894333e+00,1.761535010666758216e-01
2.383821561266627143e+00,1.789281088873452275e-01
2.399608459023359508e+00,1.819454539817394467e-01
2.415395356780092317e+00,1.852368126345412258e-01
2.431182254536824683e+00,1.888432906454607096e-01
2.446969152293557492e+00,1.928211423703590222e-01
2.462756050050290302e+00,1.972521642844319578e-01
2.478542947807022667e+00,2.022673022407977805e-01
2.494329845563755477e+00,2.081160681194698381e-01
2.510116743320487842e+00,2.155565228632925767e-01
2.525903641077220652e+00,2.230959705386598435e-01
2.541690538833953461e+00,2.279788073158821871e-01
2.557477436590685826e+00,2.323327859540944840e-01
2.573264334347418636e+00,2.365331724623414567e-01
2.589051232104151001e+00,2.407396553122035376e-01
2.604838129860883811e+00,2.450482317467905791e-01
2.620625027617616620e+00,2.495298794169477918e-01
2.636411925374348986e+00,2.542456722255149182e-01
2.652198823131081795e+00,2.592546057797646131e-01
2.667985720887814161e+00,2.646188941688396024e-01
2.683772618644546970e+00,2.704086852058538160e-01
2.699559516401279780e+00,2.767073904469979917e-01
2.715346414158012145e+00,2.836188493735316007e-01
2.731133311914744954e+00,2.912781865576805629e-01
2.746920209671477320e+00,2.998699163896046960e-01
2.762707107428210129e+00,3.096611662865371151e-01
2.778494005184942495e+00,3.210701141858575136e-01
2.794280902941675304e+00,3.348308335755407206e-01
2.810067800698408114e+00,3.524816423571972557e-01
2.825854698455140479e+00,3.734684643298966100e-01
2.841641596211873289e+00,3.657302998836814978e-01
2.857428493968605654e+00,3.762555303135972085e-01
2.873215391725338463e+00,3.870157200453945845e-01
2.889002289482071273e+00,3.974700804800037068e-01
2.904789187238803638e+00,4.077550668446613957e-01
2.920576084995536448e+00,4.180455440062254002e-01
2.936362982752268813e+00,4.285024930565992096e-01
2.952149880509001623e+00,4.392757707185613314e-01
2.967936778265734432e+00,4.505137153831516583e-01
2.983723676022466798e+00,4.623738392196456437e-01
2.999510573779199607e+00,4.750351204941647421e-01
3.015297471535931972e+00,4.887141461493681449e-01
3.031084369292664782e+00,5.036892082389503589e-01
3.046871267049397591e+00,5.203404014491305185e-01
3.062658164806129957e+00,5.392235191664862537e-01
3.078445062562862766e+00,5.612227092699070274e-01
3.094231960319595132e+00,5.879163613484429396e-01
3.110018858076327941e+00,6.226702078959862607e-01
3.125805755833060751e+00,6.754405050480553063e-01
3.141592653589793116e+00,7.865316813063124579e-01
